Datetime,Open,High,Low,Close,Volume
2009-03-18 01:00:00,912.68,912.75,909.3,910.05,0
2009-03-18 02:00:00,910.08,911.13,909.38,910.95,0
2009-03-18 03:00:00,911.0,911.68,910.05,911.6,0
2009-03-18 04:00:00,911.58,911.85,908.8,911.85,0
2009-03-18 05:00:00,911.83,912.98,911.2,912.08,0
2009-03-18 06:00:00,912.1,912.35,910.48,911.1,0
2009-03-18 07:00:00,911.08,912.65,910.3,912.45,0
2009-03-18 08:00:00,912.3,913.4,904.8,906.8,0
2009-03-18 09:00:00,906.78,907.83,900.7,905.6,0
2009-03-18 10:00:00,905.63,906.85,893.18,897.05,0
2009-03-18 11:00:00,897.0,897.45,883.65,890.25,0
2009-03-18 12:00:00,890.3,892.8,886.85,888.95,0
2009-03-18 13:00:00,888.9,893.68,888.03,893.38,0
2009-03-18 14:00:00,893.35,932.2,891.7,930.51,0
2009-03-18 15:00:00,930.61,947.15,930.51,946.2,0
2009-03-18 16:00:00,946.15,946.95,940.65,941.4,0
2009-03-18 17:00:00,941.45,941.9,941.05,941.1,0
2009-03-18 18:00:00,941.55,941.63,936.35,939.1,0
2009-03-18 19:00:00,939.1,939.45,933.45,936.78,0
2009-03-18 20:00:00,936.8,936.88,932.23,932.35,0
2009-03-18 21:00:00,932.33,932.43,925.5,929.23,0
2009-03-18 22:00:00,929.25,932.15,926.0,929.8,0
2009-03-18 23:00:00,929.7,931.2,929.23,929.65,0
2009-03-19 00:00:00,929.63,930.43,927.63,929.05,0
2009-03-19 01:00:00,929.08,934.23,928.8,934.2,0
2009-03-19 02:00:00,934.23,934.93,931.68,932.98,0
2009-03-19 03:00:00,933.1,934.4,931.63,933.45,0
2009-03-19 04:00:00,933.5,935.6,931.85,932.45,0
2009-03-19 05:00:00,932.4,932.7,928.53,929.78,0
2009-03-19 06:00:00,929.8,938.85,929.8,936.45,0
2009-03-19 07:00:00,936.4,944.38,934.05,944.38,0
2009-03-19 08:00:00,944.33,952.75,941.6,948.45,0
2009-03-19 09:00:00,948.43,958.08,943.55,948.28,0
2009-03-19 10:00:00,948.23,958.05,945.6,954.85,0
2009-03-19 11:00:00,954.95,961.85,954.3,958.48,0
2009-03-19 12:00:00,958.5,958.95,953.23,955.83,0
2009-03-19 13:00:00,955.85,959.83,953.85,956.35,0
2009-03-19 14:00:00,956.4,957.7,954.15,957.5,0
2009-03-19 15:00:00,957.5,961.68,957.1,959.55,0
2009-03-19 16:00:00,959.5,960.3,959.08,960.18,0
2009-03-19 17:00:00,960.2,960.2,958.6,959.75,0
2009-03-19 18:00:00,957.5,957.55,952.85,954.45,0
2009-03-19 19:00:00,954.6,954.7,953.5,953.7,0
2009-03-19 20:00:00,953.65,953.8,951.65,952.48,0
2009-03-19 21:00:00,952.43,952.9,951.05,951.33,0
2009-03-19 22:00:00,951.28,952.6,951.2,952.28,0
2009-03-19 23:00:00,952.25,956.95,952.18,956.23,0
2009-03-20 00:00:00,956.2,956.35,954.45,956.18,0
2009-03-20 01:00:00,956.15,959.15,955.73,958.4,0
2009-03-20 02:00:00,958.38,958.65,955.58,955.9,0
2009-03-20 03:00:00,955.93,967.2,955.5,965.73,0
2009-03-20 04:00:00,965.78,967.55,961.3,963.08,0
2009-03-20 05:00:00,963.05,964.6,960.1,960.95,0
2009-03-20 06:00:00,960.85,961.9,951.6,953.93,0
2009-03-20 07:00:00,953.95,957.63,950.6,954.45,0
2009-03-20 08:00:00,954.48,956.53,946.45,951.88,0
2009-03-20 09:00:00,951.9,958.65,947.3,957.85,0
2009-03-20 10:00:00,957.7,958.9,954.95,955.85,0
2009-03-20 11:00:00,955.9,956.33,950.7,955.18,0
2009-03-20 12:00:00,955.15,957.55,952.3,956.2,0
2009-03-20 13:00:00,956.15,959.25,954.7,957.08,0
2009-03-20 14:00:00,957.05,957.48,953.45,953.5,0
2009-03-20 15:00:00,953.53,954.3,952.18,952.83,0
2009-03-20 16:00:00,952.75,954.0,952.1,952.3,0
2009-03-22 17:00:00,952.3,952.3,952.3,952.3,0
2009-03-22 18:00:00,950.95,955.55,949.75,955.55,0
2009-03-22 19:00:00,955.6,956.0,952.9,952.9,0
2009-03-22 20:00:00,952.8,954.5,951.1,951.2,0
2009-03-22 21:00:00,951.23,951.8,949.4,950.3,0
2009-03-22 22:00:00,950.25,952.2,949.78,951.73,0
2009-03-22 23:00:00,951.75,951.85,949.65,950.85,0
2009-03-23 00:00:00,950.83,951.8,950.23,951.48,0
2009-03-23 01:00:00,951.3,955.13,951.05,955.05,0
2009-03-23 02:00:00,955.08,956.25,954.65,955.13,0
2009-03-23 03:00:00,955.25,957.55,953.23,956.2,0
2009-03-23 04:00:00,956.25,956.25,953.03,954.55,0
2009-03-23 05:00:00,954.6,957.25,950.58,951.1,0
2009-03-23 06:00:00,951.05,954.28,950.55,952.35,0
2009-03-23 07:00:00,952.38,953.5,950.5,950.83,0
2009-03-23 08:00:00,950.8,952.4,945.73,946.53,0
2009-03-23 09:00:00,946.55,955.25,945.8,947.9,0
2009-03-23 10:00:00,947.83,952.8,947.55,950.35,0
2009-03-23 11:00:00,950.4,953.0,947.63,951.95,0
2009-03-23 12:00:00,951.98,952.4,949.85,952.25,0
2009-03-23 13:00:00,952.23,953.9,951.05,951.18,0
2009-03-23 14:00:00,951.15,952.75,950.45,951.18,0
2009-03-23 15:00:00,951.2,951.9,935.9,936.65,0
2009-03-23 16:00:00,936.8,940.0,936.1,939.9,0
2009-03-23 17:00:00,939.93,939.93,938.45,938.65,0
2009-03-23 18:00:00,938.2,939.95,937.7,938.93,0
2009-03-23 19:00:00,938.95,942.55,938.88,942.15,0
2009-03-23 20:00:00,942.13,944.5,941.78,942.93,0
2009-03-23 21:00:00,942.95,943.65,941.95,942.98,0
2009-03-23 22:00:00,943.03,943.25,941.75,942.33,0
2009-03-23 23:00:00,942.35,943.9,942.03,942.58,0
2009-03-24 00:00:00,942.55,944.53,942.05,943.9,0
2009-03-24 01:00:00,943.88,943.9,941.75,942.75,0
2009-03-24 02:00:00,942.78,943.08,939.18,939.85,0
2009-03-24 03:00:00,939.83,940.58,934.8,937.33,0
2009-03-24 04:00:00,937.38,937.43,932.53,934.83,0
2009-03-24 05:00:00,934.73,938.28,934.33,935.2,0
2009-03-24 06:00:00,935.23,936.5,927.88,929.43,0
2009-03-24 07:00:00,929.45,932.88,928.38,930.03,0
2009-03-24 08:00:00,930.0,931.48,917.4,920.35,0
2009-03-24 09:00:00,920.53,924.88,919.0,921.23,0
2009-03-24 10:00:00,921.2,926.5,917.1,924.43,0
2009-03-24 11:00:00,924.45,926.2,921.08,924.03,0
2009-03-24 12:00:00,924.05,925.15,922.63,923.28,0
2009-03-24 13:00:00,923.35,926.03,921.45,923.9,0
2009-03-24 14:00:00,923.95,931.1,922.05,929.7,0
2009-03-24 15:00:00,929.78,932.48,926.05,926.3,0
2009-03-24 16:00:00,926.28,926.55,925.3,925.95,0
2009-03-24 17:00:00,926.1,926.88,925.98,926.85,0
2009-03-24 18:00:00,926.45,932.3,926.45,930.05,0
2009-03-24 19:00:00,930.2,930.25,928.15,929.98,0
2009-03-24 20:00:00,930.0,931.15,928.18,928.93,0
2009-03-24 21:00:00,928.9,930.8,928.48,929.33,0
2009-03-24 22:00:00,929.28,929.9,929.05,929.38,0
2009-03-24 23:00:00,929.35,929.78,928.4,928.45,0
2009-03-25 00:00:00,928.43,928.43,926.25,926.25,0
2009-03-25 01:00:00,926.3,928.48,926.28,927.13,0
2009-03-25 02:00:00,927.05,927.53,925.23,926.7,0
2009-03-25 03:00:00,926.73,927.7,925.98,927.1,0
2009-03-25 04:00:00,927.08,927.08,924.75,925.68,0
2009-03-25 05:00:00,925.65,926.18,921.58,922.35,0
2009-03-25 06:00:00,922.38,923.15,920.7,921.38,0
2009-03-25 07:00:00,921.35,921.95,917.75,920.25,0
2009-03-25 08:00:00,920.3,926.25,916.7,922.35,0
2009-03-25 09:00:00,922.43,940.85,919.7,939.85,0
2009-03-25 10:00:00,939.45,941.8,923.25,930.45,0
2009-03-25 11:00:00,930.43,930.95,926.0,928.95,0
2009-03-25 12:00:00,928.98,935.85,928.98,932.58,0
2009-03-25 13:00:00,932.6,937.3,931.98,934.0,0
2009-03-25 14:00:00,934.03,940.2,933.8,936.08,0
2009-03-25 15:00:00,936.05,939.43,935.35,935.35,0
2009-03-25 16:00:00,935.28,935.6,932.8,934.25,0
2009-03-25 17:00:00,934.2,934.6,933.55,933.55,0
2009-03-25 18:00:00,933.85,934.4,932.8,933.4,0
2009-03-25 19:00:00,933.55,938.25,933.28,936.15,0
2009-03-25 20:00:00,936.13,936.7,932.55,933.55,0
2009-03-25 21:00:00,933.58,935.4,933.23,934.1,0
2009-03-25 22:00:00,934.15,934.4,932.48,932.73,0
2009-03-25 23:00:00,932.75,933.83,932.35,933.73,0
2009-03-26 00:00:00,933.75,933.78,932.15,933.18,0
2009-03-26 01:00:00,933.2,934.55,933.15,934.3,0
2009-03-26 02:00:00,934.33,936.63,934.15,935.0,0
2009-03-26 03:00:00,934.98,935.3,932.83,935.05,0
2009-03-26 04:00:00,935.03,938.98,934.75,935.7,0
2009-03-26 05:00:00,935.68,937.53,935.33,936.7,0
2009-03-26 06:00:00,936.68,937.13,934.23,934.78,0
2009-03-26 07:00:00,934.8,942.93,933.75,940.05,0
2009-03-26 08:00:00,940.03,946.15,938.13,943.38,0
2009-03-26 09:00:00,943.4,944.55,935.83,936.3,0
2009-03-26 10:00:00,936.3,939.68,934.5,937.93,0
2009-03-26 11:00:00,937.95,940.55,937.95,940.13,0
2009-03-26 12:00:00,940.1,942.2,939.15,940.85,0
2009-03-26 13:00:00,940.88,940.95,938.1,939.0,0
2009-03-26 14:00:00,938.98,939.75,938.18,938.9,0
2009-03-26 15:00:00,938.9,939.48,934.8,935.13,0
2009-03-26 16:00:00,935.1,935.55,933.55,934.53,0
2009-03-26 17:00:00,934.5,934.65,933.5,933.55,0
2009-03-26 18:00:00,934.2,936.15,932.95,934.95,0
2009-03-26 19:00:00,935.0,935.8,933.55,935.25,0
2009-03-26 20:00:00,935.25,935.5,931.7,931.7,0
2009-03-26 21:00:00,931.75,933.03,931.03,931.98,0
2009-03-26 22:00:00,931.95,934.23,931.9,933.88,0
2009-03-26 23:00:00,933.9,934.15,932.75,933.58,0
2009-03-27 00:00:00,933.55,934.5,932.8,934.2,0
2009-03-27 01:00:00,934.18,934.33,933.53,934.13,0
2009-03-27 02:00:00,934.1,935.4,934.0,934.5,0
2009-03-27 03:00:00,934.48,935.1,933.08,934.88,0
2009-03-27 04:00:00,934.85,936.63,933.7,934.45,0
2009-03-27 05:00:00,934.48,934.85,927.78,928.85,0
2009-03-27 06:00:00,928.88,929.08,925.48,927.53,0
2009-03-27 07:00:00,927.55,929.98,924.9,926.13,0
2009-03-27 08:00:00,926.1,926.1,917.65,923.55,0
2009-03-27 09:00:00,923.55,928.08,920.8,925.9,0
2009-03-27 10:00:00,925.88,927.3,924.25,924.33,0
2009-03-27 11:00:00,924.3,925.78,919.65,924.88,0
2009-03-27 12:00:00,924.95,925.68,922.38,924.83,0
2009-03-27 13:00:00,924.85,925.0,920.38,921.28,0
2009-03-27 14:00:00,921.25,924.28,920.53,923.33,0
2009-03-27 15:00:00,923.28,924.6,923.03,923.9,0
2009-03-27 16:00:00,924.2,925.2,923.55,923.63,0
2009-03-29 17:00:00,923.35,923.35,923.35,923.35,0
2009-03-29 18:00:00,923.35,924.65,920.0,923.7,0
2009-03-29 19:00:00,924.7,925.55,922.65,923.5,0
2009-03-29 20:00:00,923.35,926.1,923.3,925.83,0
2009-03-29 21:00:00,925.8,925.93,923.53,923.65,0
2009-03-29 22:00:00,923.7,924.15,921.78,922.55,0
2009-03-29 23:00:00,922.58,924.15,922.05,922.48,0
2009-03-30 00:00:00,922.5,924.55,922.05,924.38,0
2009-03-30 01:00:00,924.4,927.45,924.3,925.0,0
2009-03-30 02:00:00,924.98,927.33,924.43,927.2,0
2009-03-30 03:00:00,927.18,927.48,925.93,926.6,0
2009-03-30 04:00:00,926.58,927.3,923.93,923.98,0
2009-03-30 05:00:00,923.95,924.68,920.9,924.38,0
2009-03-30 06:00:00,924.18,924.43,908.93,912.2,0
2009-03-30 07:00:00,912.18,914.78,911.1,914.1,0
2009-03-30 08:00:00,914.13,915.25,911.95,914.28,0
2009-03-30 09:00:00,913.9,932.6,913.4,927.5,0
2009-03-30 10:00:00,927.5,930.2,925.03,928.78,0
2009-03-30 11:00:00,928.83,929.53,914.13,916.15,0
2009-03-30 12:00:00,916.25,921.0,913.75,916.6,0
2009-03-30 13:00:00,916.58,918.95,915.85,916.35,0
2009-03-30 14:00:00,916.38,921.5,915.55,920.3,0
2009-03-30 15:00:00,920.28,922.0,916.55,916.58,0
2009-03-30 16:00:00,916.55,917.93,916.45,917.83,0
2009-03-30 17:00:00,917.8,917.83,915.35,916.35,0
2009-03-30 18:00:00,918.15,918.65,916.1,916.55,0
2009-03-30 19:00:00,916.55,920.25,915.05,919.75,0
2009-03-30 20:00:00,919.75,919.75,913.45,915.53,0
2009-03-30 21:00:00,915.5,918.2,915.05,916.6,0
2009-03-30 22:00:00,916.65,918.4,916.55,917.95,0
2009-03-30 23:00:00,917.98,920.2,917.68,919.78,0
2009-03-31 00:00:00,919.83,919.95,918.05,919.63,0
2009-03-31 01:00:00,919.65,919.83,917.48,918.88,0
2009-03-31 02:00:00,918.9,920.93,918.05,919.33,0
2009-03-31 03:00:00,919.3,921.65,917.43,921.35,0
2009-03-31 04:00:00,921.38,922.53,918.4,918.55,0
2009-03-31 05:00:00,918.53,920.18,917.93,919.03,0
2009-03-31 06:00:00,918.98,919.93,914.55,919.58,0
2009-03-31 07:00:00,919.6,920.85,917.85,917.98,0
2009-03-31 08:00:00,917.95,925.13,917.9,922.95,0
2009-03-31 09:00:00,922.93,923.48,916.78,917.85,0
2009-03-31 10:00:00,917.8,919.75,912.15,917.85,0
2009-03-31 11:00:00,917.8,920.8,915.1,919.93,0
2009-03-31 12:00:00,919.95,921.1,917.0,920.05,0
2009-03-31 13:00:00,920.08,924.43,919.25,923.05,0
2009-03-31 14:00:00,923.03,923.08,918.8,919.6,0
2009-03-31 15:00:00,919.58,920.05,917.25,919.1,0
2009-03-31 16:00:00,919.05,919.78,918.33,919.53,0
2009-03-31 17:00:00,919.55,919.58,917.6,917.6,0
2009-03-31 18:00:00,917.6,919.55,917.53,917.7,0
2009-03-31 19:00:00,917.73,919.13,917.35,919.13,0
2009-03-31 20:00:00,919.1,922.63,918.3,921.83,0
2009-03-31 21:00:00,921.8,922.0,920.8,920.88,0
2009-03-31 22:00:00,920.85,921.48,920.83,921.23,0
2009-03-31 23:00:00,921.18,921.95,920.98,921.75,0
2009-04-01 00:00:00,921.8,921.8,919.68,920.3,0
2009-04-01 01:00:00,920.28,920.28,919.0,919.3,0
2009-04-01 02:00:00,919.33,919.9,918.2,919.68,0
2009-04-01 03:00:00,919.7,919.85,916.6,918.63,0
2009-04-01 04:00:00,918.6,919.7,916.45,919.55,0
2009-04-01 05:00:00,919.58,921.78,919.1,920.03,0
2009-04-01 06:00:00,920.05,924.0,919.68,923.0,0
2009-04-01 07:00:00,923.18,929.88,922.4,926.75,0
2009-04-01 08:00:00,926.78,933.7,925.4,928.88,0
2009-04-01 09:00:00,928.9,929.98,925.83,926.03,0
2009-04-01 10:00:00,925.98,926.33,919.2,922.48,0
2009-04-01 11:00:00,922.45,924.85,920.6,924.48,0
2009-04-01 12:00:00,924.45,927.08,921.98,925.75,0
2009-04-01 13:00:00,925.73,927.43,924.25,925.85,0
2009-04-01 14:00:00,925.83,927.38,925.6,926.35,0
2009-04-01 15:00:00,926.33,927.23,924.55,925.45,0
2009-04-01 16:00:00,925.4,927.25,925.2,927.13,0
2009-04-01 17:00:00,927.18,927.5,927.0,927.38,0
2009-04-01 18:00:00,925.13,927.8,925.13,927.3,0
2009-04-01 19:00:00,927.28,927.8,926.68,926.68,0
2009-04-01 20:00:00,926.65,927.1,925.13,926.0,0
2009-04-01 21:00:00,926.03,926.08,924.93,925.48,0
2009-04-01 22:00:00,925.5,927.05,925.5,926.08,0
2009-04-01 23:00:00,926.13,927.73,925.58,927.08,0
2009-04-02 00:00:00,927.05,929.75,927.0,928.28,0
2009-04-02 01:00:00,928.25,928.6,926.63,926.98,0
2009-04-02 02:00:00,926.95,927.7,921.85,922.05,0
2009-04-02 03:00:00,922.03,923.55,921.35,922.73,0
2009-04-02 04:00:00,922.7,923.53,918.1,919.33,0
2009-04-02 05:00:00,919.3,920.58,914.35,915.78,0
2009-04-02 06:00:00,915.8,919.83,913.43,914.93,0
2009-04-02 07:00:00,914.88,914.98,908.5,913.3,0
2009-04-02 08:00:00,913.38,916.18,908.75,913.75,0
2009-04-02 09:00:00,913.75,915.35,900.93,902.7,0
2009-04-02 10:00:00,902.58,906.05,896.83,902.85,0
2009-04-02 11:00:00,902.78,904.8,895.15,903.35,0
2009-04-02 12:00:00,903.33,906.35,901.75,905.78,0
2009-04-02 13:00:00,905.83,909.38,904.0,906.8,0
2009-04-02 14:00:00,906.78,908.3,902.83,904.13,0
2009-04-02 15:00:00,904.1,904.88,902.38,904.18,0
2009-04-02 16:00:00,904.15,904.73,902.8,904.55,0
2009-04-02 17:00:00,904.58,904.83,904.23,904.78,0
2009-04-02 18:00:00,903.8,907.55,903.15,907.33,0
2009-04-02 19:00:00,907.3,908.08,905.0,908.08,0
2009-04-02 20:00:00,908.05,908.35,903.28,903.9,0
2009-04-02 21:00:00,903.93,905.73,903.73,904.18,0
2009-04-02 22:00:00,904.23,905.33,902.78,904.68,0
2009-04-02 23:00:00,904.7,905.83,903.5,905.25,0
2009-04-03 00:00:00,905.28,906.43,904.7,905.33,0
2009-04-03 01:00:00,905.28,905.45,903.45,904.23,0
2009-04-03 02:00:00,904.2,906.85,903.53,904.83,0
2009-04-03 03:00:00,904.8,909.3,904.68,908.5,0
2009-04-03 04:00:00,908.48,909.0,904.2,904.5,0
2009-04-03 05:00:00,904.48,904.78,899.45,903.7,0
2009-04-03 06:00:00,903.73,904.53,902.3,903.83,0
2009-04-03 07:00:00,903.88,904.13,900.33,903.68,0
2009-04-03 08:00:00,903.65,904.5,896.15,900.48,0
2009-04-03 09:00:00,900.45,910.1,897.95,904.5,0
2009-04-03 10:00:00,904.48,908.13,900.5,901.15,0
2009-04-03 11:00:00,901.05,901.58,896.9,899.68,0
2009-04-03 12:00:00,899.63,901.18,896.0,898.0,0
2009-04-03 13:00:00,898.05,898.4,894.75,895.9,0
2009-04-03 14:00:00,895.83,896.38,892.0,892.28,0
2009-04-03 15:00:00,892.45,895.05,891.2,892.45,0
2009-04-03 16:00:00,892.55,893.53,891.5,893.33,0
2009-04-05 18:00:00,895.9,896.45,891.55,891.55,0
2009-04-05 19:00:00,891.2,893.1,889.6,892.7,0
2009-04-05 20:00:00,892.75,894.43,886.33,887.33,0
2009-04-05 21:00:00,887.38,887.68,884.23,884.55,0
2009-04-05 22:00:00,884.58,885.43,877.28,879.23,0
2009-04-05 23:00:00,879.28,879.6,874.03,876.95,0
2009-04-06 00:00:00,876.93,881.08,876.73,880.58,0
2009-04-06 01:00:00,880.63,881.35,877.58,878.33,0
2009-04-06 02:00:00,878.38,880.33,876.18,876.58,0
2009-04-06 03:00:00,876.48,879.88,875.68,879.3,0
2009-04-06 04:00:00,879.28,882.1,879.28,881.43,0
2009-04-06 05:00:00,881.4,882.03,878.13,879.08,0
2009-04-06 06:00:00,879.03,879.48,876.55,878.68,0
2009-04-06 07:00:00,878.7,882.55,877.38,880.33,0
2009-04-06 08:00:00,880.35,882.05,875.83,877.85,0
2009-04-06 09:00:00,877.88,880.0,867.68,870.8,0
2009-04-06 10:00:00,870.9,871.88,865.68,866.73,0
2009-04-06 11:00:00,866.78,873.08,866.73,872.2,0
2009-04-06 12:00:00,872.28,873.03,870.45,872.0,0
2009-04-06 13:00:00,872.03,874.43,869.98,870.53,0
2009-04-06 14:00:00,870.48,871.65,868.45,870.38,0
2009-04-06 15:00:00,870.3,872.38,868.55,868.6,0
2009-04-06 16:00:00,868.58,870.7,868.55,869.2,0
2009-04-06 17:00:00,869.23,870.35,868.9,869.45,0
2009-04-06 18:00:00,861.0,873.68,861.0,873.63,0
2009-04-06 19:00:00,873.55,873.65,871.45,872.95,0
2009-04-06 20:00:00,872.95,875.38,872.18,874.2,0
2009-04-06 21:00:00,874.25,877.25,874.23,875.6,0
2009-04-06 22:00:00,875.68,877.13,875.45,877.03,0
2009-04-06 23:00:00,877.0,878.25,876.93,877.3,0
2009-04-07 00:00:00,877.28,878.28,876.9,877.73,0
2009-04-07 01:00:00,877.7,878.15,876.68,878.13,0
2009-04-07 02:00:00,878.18,879.2,876.55,878.98,0
2009-04-07 03:00:00,879.0,880.23,877.58,877.83,0
2009-04-07 04:00:00,877.85,878.33,875.75,876.28,0
2009-04-07 05:00:00,876.25,880.78,876.0,877.63,0
2009-04-07 06:00:00,877.58,880.9,877.28,879.33,0
2009-04-07 07:00:00,879.28,879.3,875.2,876.18,0
2009-04-07 08:00:00,876.2,879.88,873.45,878.53,0
2009-04-07 09:00:00,878.5,882.9,875.63,880.1,0
2009-04-07 10:00:00,880.08,881.68,878.13,881.2,0
2009-04-07 11:00:00,881.28,884.78,880.25,883.08,0
2009-04-07 12:00:00,883.03,885.4,881.58,882.5,0
2009-04-07 13:00:00,882.53,883.25,881.15,882.7,0
2009-04-07 14:00:00,882.73,883.63,882.05,883.33,0
2009-04-07 15:00:00,883.3,884.95,882.0,882.83,0
2009-04-07 16:00:00,882.85,882.88,881.18,881.25,0
2009-04-07 17:00:00,881.45,882.13,881.33,881.33,0
2009-04-07 18:00:00,884.25,885.38,883.1,883.73,0
2009-04-07 19:00:00,883.68,884.83,883.55,883.55,0
2009-04-07 20:00:00,883.53,883.78,880.28,881.53,0
2009-04-07 21:00:00,881.55,882.7,880.05,881.63,0
2009-04-07 22:00:00,881.68,884.85,880.55,884.85,0
2009-04-07 23:00:00,884.83,885.3,884.13,884.88,0
2009-04-08 00:00:00,884.85,887.43,884.78,887.33,0
2009-04-08 01:00:00,887.35,888.53,886.65,888.45,0
2009-04-08 02:00:00,888.48,889.23,886.0,888.73,0
2009-04-08 03:00:00,888.75,889.43,886.6,886.98,0
2009-04-08 04:00:00,886.93,888.63,886.78,888.08,0
2009-04-08 05:00:00,888.05,888.58,886.28,888.45,0
2009-04-08 06:00:00,888.43,889.75,888.05,888.13,0
2009-04-08 07:00:00,887.98,888.08,882.33,883.33,0
2009-04-08 08:00:00,883.35,889.13,882.7,885.98,0
2009-04-08 09:00:00,885.95,887.38,878.73,880.28,0
2009-04-08 10:00:00,880.43,886.08,878.98,885.03,0
2009-04-08 11:00:00,885.13,888.23,884.58,886.78,0
2009-04-08 12:00:00,886.75,890.58,885.2,889.93,0
2009-04-08 13:00:00,889.88,890.58,884.4,884.55,0
2009-04-08 14:00:00,884.45,884.93,880.48,883.0,0
2009-04-08 15:00:00,882.98,883.18,880.55,881.3,0
2009-04-08 16:00:00,881.33,882.15,880.6,880.93,0
2009-04-08 17:00:00,880.95,881.18,880.55,881.03,0
2009-04-08 18:00:00,881.7,881.88,880.7,881.58,0
2009-04-08 19:00:00,881.6,882.5,881.5,881.93,0
2009-04-08 20:00:00,881.85,883.2,881.1,882.75,0
2009-04-08 21:00:00,882.73,883.65,881.8,882.95,0
2009-04-08 22:00:00,883.0,883.28,882.45,883.03,0
2009-04-08 23:00:00,883.05,884.58,883.03,884.05,0
2009-04-09 00:00:00,884.13,884.7,883.83,884.2,0
2009-04-09 01:00:00,884.18,884.58,883.45,883.7,0
2009-04-09 02:00:00,883.73,884.3,881.1,881.1,0
2009-04-09 03:00:00,881.08,883.73,880.8,883.48,0
2009-04-09 04:00:00,883.5,886.73,882.83,885.93,0
2009-04-09 05:00:00,885.98,886.65,883.18,885.2,0
2009-04-09 06:00:00,885.23,886.85,883.38,884.38,0
2009-04-09 07:00:00,884.4,885.83,883.68,884.25,0
2009-04-09 08:00:00,884.23,884.23,875.28,876.68,0
2009-04-09 09:00:00,876.65,882.95,876.08,882.25,0
2009-04-09 10:00:00,882.3,883.0,876.63,880.48,0
2009-04-09 11:00:00,880.43,882.75,878.55,882.13,0
